prefix,origin_asn
168.253.242.0/23,37294
168.253.242.0/24,37294
168.253.245.0/24,36913
168.253.247.0/24,37294
168.253.248.0/22,36913
169.159.224.0/19,327824
169.159.224.0/24,327824
169.159.225.0/24,327824
169.159.226.0/24,327824
169.159.227.0/24,327824
169.159.228.0/24,327824
169.159.229.0/24,327824
169.159.230.0/24,327824
169.159.231.0/24,327824
169.159.232.0/24,327824
169.159.233.0/24,327824
169.159.234.0/24,327824
169.159.235.0/24,327824
169.159.236.0/24,327824
169.159.237.0/24,327824
169.159.238.0/24,327824
169.159.239.0/24,327824
169.159.240.0/24,327824
169.159.241.0/24,327824
169.159.242.0/24,327824
169.159.243.0/24,327824
169.159.244.0/24,327824
169.159.245.0/24,327824
169.159.246.0/24,327824
169.159.247.0/24,327824
169.159.248.0/24,327824
169.159.249.0/24,327824
169.159.250.0/24,327824
169.159.251.0/24,327824
169.159.252.0/24,327824
169.159.253.0/24,327824
169.159.254.0/24,327824
169.159.255.0/24,327824
169.239.16.0/22,327981
169.239.44.0/22,327922
169.239.48.0/24,327924
169.239.50.0/24,327924
169.239.124.0/22,37653
169.239.159.0/24,37447
169.239.160.0/22,327963
169.239.161.0/24,327963
169.239.162.0/24,327963
169.239.163.0/24,327963
169.239.168.0/22,327972
169.239.252.0/22,327997
169.239.252.0/23,327997
169.255.28.0/22,327926
169.255.48.0/22,327792
169.255.57.0/24,327813
169.255.60.0/22,327826
169.255.124.0/24,36920
169.255.125.0/24,36920
169.255.127.0/24,36920
169.255.128.0/22,328164
169.255.184.0/22,327885
169.255.184.0/24,327885
169.255.188.0/22,327879
169.255.190.0/24,327879
169.255.220.0/22,327893
169.255.244.0/22,327781
170.210.180.0/24,42
172.102.8.0/21,15169
172.102.8.0/24,15169
172.102.10.0/24,15169
172.102.11.0/24,15169
172.102.12.0/23,15169
172.102.14.0/23,15169
172.110.32.0/21,15169
172.217.0.0/16,15169
172.217.0.0/24,15169
172.217.1.0/24,15169
172.217.2.0/24,15169
172.217.3.0/24,15169
172.217.4.0/24,15169
172.217.5.0/24,15169
172.217.6.0/24,15169
172.217.7.0/24,15169
172.217.8.0/24,15169
172.217.9.0/24,15169
172.217.10.0/24,15169
172.217.11.0/24,15169
172.217.12.0/24,15169
172.217.13.0/24,15169
172.217.14.0/24,15169
172.217.15.0/24,15169
172.217.16.0/24,15169
172.217.17.0/24,15169
172.217.18.0/24,15169
172.217.19.0/24,15169
172.217.20.0/24,15169
172.217.21.0/24,15169
172.217.22.0/24,15169
172.217.23.0/24,15169
172.217.24.0/24,15169
172.217.25.0/24,15169
172.217.26.0/24,15169
172.217.27.0/24,15169
172.217.28.0/24,15169
172.217.29.0/24,15169
172.217.30.0/24,15169
172.217.31.0/24,15169
172.217.194.0/24,15169
172.217.195.0/24,15169
172.253.0.0/16,15169
173.194.0.0/16,15169
173.194.7.0/24,15169
173.194.32.0/24,15169
173.194.34.0/24,15169
173.194.35.0/24,15169
173.194.36.0/24,15169
173.194.37.0/24,15169
173.194.38.0/24,15169
173.194.39.0/24,15169
173.194.40.0/24,15169
173.194.41.0/24,15169
173.194.42.0/24,15169
173.194.44.0/24,15169
173.194.46.0/24,15169
173.194.53.0/24,15169
173.194.63.0/24,15169
173.194.66.0/24,15169
173.194.67.0/24,15169
173.194.68.0/24,15169
173.194.69.0/24,15169
173.194.70.0/24,15169
173.194.73.0/24,15169
173.194.74.0/24,15169
173.194.76.0/24,15169
173.194.78.0/24,15169
173.194.79.0/24,15169
173.194.112.0/24,15169
173.194.113.0/24,15169
173.194.117.0/24,15169
173.194.118.0/24,15169
173.194.119.0/24,15169
173.194.120.0/24,15169
173.194.121.0/24,15169
173.194.124.0/24,15169
173.194.132.0/24,15169
173.194.136.0/24,15169
173.194.140.0/24,15169
173.194.141.0/24,15169
173.194.142.0/24,15169
173.194.175.0/24,15169
173.194.192.0/24,15169
173.194.193.0/24,15169
173.194.194.0/24,15169
173.194.195.0/24,15169
173.194.196.0/24,15169
173.194.197.0/24,15169
173.194.198.0/24,15169
173.194.199.0/24,15169
173.194.200.0/24,15169
173.194.201.0/24,15169
173.194.202.0/24,15169
173.194.203.0/24,15169
173.194.204.0/24,15169
173.194.205.0/24,15169
173.194.206.0/24,15169
173.194.207.0/24,15169
173.194.208.0/24,15169
173.194.209.0/24,15169
173.194.210.0/24,15169
173.194.211.0/24,15169
173.194.212.0/24,15169
173.194.213.0/24,15169
173.194.214.0/24,15169
173.194.215.0/24,15169
173.194.216.0/24,15169
173.194.217.0/24,15169
173.194.218.0/24,15169
173.194.219.0/24,15169
173.194.220.0/24,15169
173.194.221.0/24,15169
173.194.222.0/24,15169
173.194.223.0/24,15169
173.255.112.0/20,15169
181.214.155.0/24,205158
184.104.0.0/15,6939
184.104.0.0/17,6939
184.105.0.0/24,395100
184.105.3.0/24,394996
184.105.4.0/23,394996
184.105.6.0/24,394996
184.105.16.0/20,6939
184.105.21.0/24,14143
184.105.22.0/24,14143
184.105.28.0/23,22890
184.105.31.0/24,393737
184.105.32.0/20,6939
184.105.42.0/24,395007
184.105.43.0/24,394330
184.105.48.0/20,6939
184.105.49.0/24,394330
184.105.50.0/24,394330
184.105.60.0/23,6939
184.105.60.0/24,6939
184.105.61.0/24,6939
184.105.86.0/24,394996
184.105.87.0/24,394996
184.105.88.0/21,6939
184.105.152.0/23,393445
184.105.156.0/24,54288
184.105.158.0/24,54288
184.105.159.0/24,54288
184.105.160.0/24,54288
184.105.170.0/24,54288
184.105.171.0/24,54288
184.105.174.0/24,394996
184.105.175.0/24,394996
184.105.180.0/24,394996
184.105.188.0/24,394996
184.105.190.0/24,394996
184.105.191.0/24,394996
184.105.194.0/23,55193
184.105.195.0/24,6939
184.105.218.0/24,46841
184.105.219.0/24,18978
184.105.220.0/23,46841
184.105.238.0/24,394996
184.105.239.0/24,394996
184.105.244.0/24,395478
184.105.248.0/21,6939
184.105.248.0/24,63343
184.105.252.0/24,15188
184.105.254.0/24,23250
185.25.28.0/23,15169
185.150.148.0/22,15169
185.234.212.0/23,136559
189.201.244.0/23,42
192.83.211.0/24,328163
192.83.212.0/22,328190
192.88.99.0/24,6939
192.96.24.0/22,6083
192.96.24.0/24,6083
192.96.25.0/24,6083
192.96.26.0/24,6083
192.96.27.0/24,6083
192.96.32.0/24,37053
192.104.160.0/23,15169
192.132.94.0/24,6939
192.136.55.0/24,25543
192.158.28.0/22,15169
192.178.0.0/15,15169
192.203.230.0/24,21556
193.108.214.0/24,20294
193.108.252.0/22,20294
193.108.254.0/23,20294
194.0.1.0/24,42909
194.0.2.0/24,42909
194.0.17.0/24,42
194.0.27.0/24,42
194.0.36.0/24,42
194.0.42.0/24,42
194.0.47.0/24,42
194.9.64.0/23,37166
194.9.64.0/24,37166
194.9.65.0/24,37166
194.117.58.0/24,42
194.133.122.0/24,37204
194.133.159.0/24,37204
194.201.253.0/24,25568
195.202.64.0/19,9129
195.202.64.0/21,9129
195.202.69.0/24,9129
195.202.72.0/21,9129
195.202.80.0/21,9129
195.202.88.0/21,9129
195.202.90.0/24,9129
195.202.91.0/24,9129
195.202.92.0/24,9129
195.202.93.0/24,9129
195.202.94.0/24,9129
196.0.0.0/16,21491
196.0.5.0/24,21491
196.0.10.0/24,21491
196.0.14.0/23,21491
196.0.18.0/24,21491
196.0.24.0/24,21491
196.0.25.0/24,21491
196.0.26.0/24,21491
196.0.27.0/24,21491
196.0.29.0/24,21491
196.0.30.0/24,21491
196.0.32.0/24,21491
196.0.33.0/24,21491
196.0.34.0/24,21491
196.0.35.0/24,21491
196.0.38.0/24,21491
196.0.39.0/24,21491
196.0.41.0/24,21491
196.0.42.0/24,21491
196.0.44.0/24,21491
196.0.45.0/24,21491
196.0.48.0/24,21491
196.0.49.0/24,21491
196.0.50.0/24,21491
196.0.51.0/24,21491
196.0.54.0/24,21491
196.0.57.0/24,21491
196.0.58.0/24,21491
196.0.80.0/24,21491
196.0.81.0/24,21491
196.0.84.0/24,21491
196.0.97.0/24,21491
196.0.101.0/24,21491
196.0.102.0/24,21491
196.1.4.0/24,36948
196.1.52.0/24,33772
196.1.53.0/24,33772
196.1.54.0/24,33772
196.1.55.0/24,33772
196.1.116.0/23,327977
196.1.116.0/24,327977
196.1.130.0/24,65513
196.1.131.0/24,37247
196.1.132.0/24,37274
196.2.8.0/21,25429
196.2.8.0/24,25429
196.2.10.0/24,25429
196.2.11.0/24,25429
196.2.12.0/24,25429
196.2.13.0/24,25429
196.2.14.0/24,25429
196.2.15.0/24,25429
196.2.64.0/20,37183
196.2.96.0/20,33762
196.2.112.0/20,33762
196.4.80.0/24,327863
196.6.203.0/24,37579
196.6.215.0/24,37601
196.6.226.0/24,327973
196.6.227.0/24,328018
196.8.207.0/24,10798
196.8.210.0/24,10798
196.8.215.0/24,10798
196.8.216.0/24,10798
196.8.229.0/24,37440
196.10.60.0/24,37278
196.10.119.0/24,37610
196.10.147.0/24,37592
196.10.228.0/24,37679
196.11.62.0/24,37662
196.11.80.0/21,327941
196.11.80.0/24,327941
196.11.81.0/24,327941
196.11.82.0/24,327941
196.11.83.0/24,327941
196.11.84.0/24,327941
196.11.85.0/24,327941
196.11.86.0/24,327941
196.11.87.0/24,327941
196.12.12.0/22,36959
196.13.101.0/24,327951
196.13.106.0/24,327811
196.13.121.0/24,327766
196.13.133.0/24,327774
196.13.136.0/24,327753
196.13.137.0/24,327753
196.13.173.0/24,327793
196.13.202.0/24,36948
196.13.208.0/24,327861
196.13.223.0/24,327734
196.13.255.0/24,327927
196.22.131.0/24,37027
196.22.131.0/29,37027
196.22.131.24/29,37027
196.22.131.32/29,37027
196.22.131.40/29,37027
196.28.11.0/24,36975
196.28.240.0/20,25543
196.28.240.0/21,25543
196.28.243.0/24,25543
196.29.32.0/21,37183
196.29.48.0/21,31810
196.29.48.0/22,31810
196.29.52.0/22,31810
196.32.226.0/24,37210
196.41.74.0/24,328007
196.41.76.0/24,328017
196.41.80.0/24,328027
196.41.88.0/24,328088
196.41.89.0/24,328090
196.43.96.0/19,37183
196.43.96.0/24,37183
196.43.199.0/24,37344
196.43.205.0/24,37307
196.43.212.0/24,37354
196.43.217.0/24,37330
196.43.218.0/24,37338
196.43.220.0/24,37346
196.43.228.0/24,12556
196.43.238.0/24,37466
196.43.239.0/24,37470
196.43.246.0/24,37499
196.43.247.0/24,328245
196.43.248.0/24,36904
196.43.250.0/24,327811
196.43.252.0/24,327869
196.43.254.0/24,327855
196.44.176.0/20,31856
196.44.176.0/21,31856
196.44.184.0/21,31856
196.44.240.0/20,36890
196.45.32.0/20,37084
196.45.32.0/21,37084
196.45.34.0/23,37084
196.45.36.0/24,37084
196.45.40.0/21,37084
196.45.42.0/24,37084
196.45.44.0/24,37084
196.45.46.0/23,37084
196.45.46.0/24,37084
196.45.128.0/20,32860
196.45.184.0/22,31810
196.45.189.0/24,37098
196.46.16.0/24,37244
196.46.31.0/24,65512
196.46.64.0/21,33762
196.46.120.0/22,37133
196.46.120.0/24,37133
196.46.121.0/24,37133
196.46.122.0/24,37133
196.46.123.0/24,37133
196.46.128.0/21,31810
196.49.5.0/24,327844
196.49.7.0/24,328014
196.49.20.0/24,37769
196.49.28.0/24,36932
196.49.46.0/24,328235
196.50.21.0/24,328149
196.51.0.0/16,37105
196.61.8.0/21,328075
196.61.8.0/24,328075
196.61.9.0/24,328075
196.61.10.0/24,328075
196.61.11.0/24,328075
196.61.12.0/24,328075
196.61.13.0/24,328075
196.61.14.0/24,328075
196.61.15.0/24,328075
196.61.52.0/24,328089
196.61.216.0/21,328081
196.96.0.0/12,33771
196.96.0.0/13,33771
196.104.0.0/13,33771
196.195.232.0/23,328096
196.200.16.0/20,15808
196.200.16.0/21,15808
196.200.16.0/24,15808
196.200.32.0/20,15399
196.200.33.0/24,15399
196.200.34.0/24,15399
196.200.36.0/24,15399
196.200.37.0/24,15399
196.200.38.0/24,15399
196.200.39.0/24,15399
196.200.42.0/24,15399
196.200.45.0/24,15399
196.200.47.0/24,15399
196.201.96.0/19,37515
196.201.104.0/21,37515
196.201.112.0/21,37515
196.201.124.0/22,37515
196.201.126.0/23,37515
196.201.127.0/24,37515
196.201.208.0/24,33771
196.201.209.0/24,33771
196.201.212.0/22,33771
196.201.212.0/24,33771
196.201.213.0/24,33771
196.201.214.0/24,33771
196.201.215.0/24,33771
196.201.216.0/23,33771
196.201.216.0/24,33771
196.201.217.0/24,33771
196.201.217.95/32,33771
196.201.218.0/24,33771
196.201.221.0/24,33771
196.201.223.0/24,33771
196.201.224.0/22,36866
196.201.225.0/24,36866
196.201.227.0/24,36866
196.202.160.0/19,37027
196.202.161.0/24,37027
196.202.161.0/30,37027
196.202.161.104/30,37027
196.202.162.0/24,37027
196.202.162.8/29,37027
196.202.162.188/30,37027
196.202.164.0/24,37027
196.202.165.0/24,37027
196.202.167.0/24,37027
196.202.168.104/29,37027
196.202.169.0/24,37027
196.202.169.152/30,37027
196.202.169.232/30,37027
196.202.170.0/24,37027
196.202.170.20/30,37027
196.202.172.0/24,37027
196.202.172.12/30,37027
196.202.172.32/28,37027
196.202.172.160/28,37027
196.202.172.176/30,37027
196.202.173.0/24,37027
196.202.174.136/30,37027
196.202.176.0/24,37027
196.202.176.56/30,37027
196.202.176.72/29,37027
196.202.176.88/30,37027
196.202.176.116/30,37027
196.202.176.128/30,37027
196.202.176.132/30,37027
196.202.176.140/30,37027
196.202.176.144/29,37027
196.202.176.164/30,37027
196.202.176.176/30,37027
196.202.176.188/30,37027
196.202.176.192/29,37027
196.202.176.204/30,37027
196.202.176.212/30,37027
196.202.176.220/30,37027
196.202.177.0/24,37027
196.202.182.0/24,37027
196.202.182.12/30,37027
196.202.182.24/30,37027
196.202.182.128/28,37027
196.202.182.144/30,37027
196.202.182.152/30,37027
196.202.182.196/30,37027
196.202.182.228/30,37027
196.202.184.0/24,37027
196.202.184.0/29,37027
196.202.185.0/24,37027
196.202.192.0/19,12455
196.202.192.0/24,12455
196.202.193.0/24,12455
196.202.194.0/23,12455
196.202.196.0/23,12455
196.202.198.0/24,12455
196.202.200.0/23,12455
196.202.200.0/24,12455
196.202.202.0/23,12455
196.202.212.0/22,12455
196.202.212.0/24,12455
196.202.213.0/24,12455
196.202.216.0/22,12455
196.202.218.0/23,12455
196.202.218.0/24,12455
196.202.219.0/24,12455
196.202.220.0/23,12455
196.202.221.0/24,12455
196.207.16.0/20,15808
196.207.128.0/18,15399
196.207.128.0/24,15399
196.207.129.0/24,15399
196.207.130.0/24,15399
196.207.131.0/24,15399
196.207.132.0/23,15399
196.207.134.0/24,15399
196.207.135.0/24,15399
196.207.136.0/23,15399
196.207.138.0/24,15399
196.207.139.0/24,15399
196.207.140.0/24,15399
196.207.141.0/24,15399
196.207.142.0/23,15399
196.207.144.0/23,15399
196.207.146.0/23,15399
196.207.148.0/23,15399
196.207.150.0/24,15399
196.207.151.0/24,15399
196.207.152.0/23,15399
196.207.154.0/23,15399
196.207.156.0/22,15399
196.207.160.0/22,15399
196.207.164.0/23,15399
196.207.166.0/23,15399
196.207.168.0/22,15399
196.207.172.0/22,15399
196.207.176.0/23,15399
196.207.178.0/24,15399
196.207.179.0/24,15399
196.207.180.0/24,15399
196.207.181.0/24,15399
196.207.182.0/23,15399
196.207.184.0/23,15399
196.207.186.0/24,15399
196.207.187.0/24,15399
196.207.188.0/23,15399
196.207.188.0/24,15399
196.207.190.0/24,15399
196.207.191.0/24,15399
196.216.8.0/21,37294
196.216.8.0/23,37294
196.216.10.0/23,37294
196.216.12.0/22,36913
196.216.12.0/23,37294
196.216.14.0/23,37294
196.216.128.0/24,36886
196.216.129.0/24,36886
196.216.130.0/24,36886
196.216.131.0/24,36886
196.216.132.0/22,327781
196.216.162.0/24,37045
196.216.176.0/22,37206
196.216.177.0/24,37206
196.216.200.0/24,37452
196.216.201.0/24,37452
196.216.202.0/24,37452
196.216.222.0/24,328093
196.216.224.0/24,327971
196.216.225.0/24,327971
196.216.232.0/23,37514
196.216.234.0/23,37496
196.216.242.0/24,37298
196.216.243.0/24,37298
196.216.245.0/24,328301
196.220.96.0/24,37568
196.220.97.0/24,37568
196.220.100.0/22,37568
196.220.120.0/21,37568
196.223.21.0/24,4558
196.223.27.0/24,37294
196.223.160.0/23,37109
196.223.162.0/23,37109
196.223.164.0/23,37109
196.223.166.0/23,37109
196.223.168.0/23,37109
196.223.170.0/23,37109
196.223.172.0/23,37109
196.223.174.0/23,37109
196.223.232.0/21,328074
196.223.240.0/21,22690
196.223.242.0/24,22690
196.223.243.0/24,22690
196.223.244.0/24,22690
196.223.245.0/24,22690
196.223.246.0/24,22690
196.223.247.0/24,22690
196.223.254.0/24,36975
196.249.64.0/18,327885
196.249.64.0/24,327885
196.249.65.0/24,327885
196.249.66.0/24,327885
196.249.68.0/24,327885
196.249.69.0/24,327885
196.249.70.0/24,327885
196.249.80.0/24,327885
196.249.81.0/24,327885
196.249.84.0/24,327885
196.249.86.0/24,327885
196.249.99.0/24,327885
196.249.100.0/24,327885
196.249.101.0/24,327885
196.249.102.0/24,327885
196.249.103.0/24,327885
196.249.104.0/24,327885
196.249.105.0/24,327885
196.250.0.0/18,37515
196.250.0.0/20,37515
196.250.9.0/24,37515
196.250.11.0/24,37515
196.250.21.0/24,37515
196.250.24.0/21,37515
196.250.160.0/20,37684
196.250.208.0/21,327972
196.250.232.0/21,37662
196.250.232.0/24,37662
196.250.233.0/24,37662
196.250.234.0/24,37662
196.250.235.0/24,37662
196.250.236.0/24,37662
196.250.237.0/24,37662
196.251.79.0/24,327813
196.251.80.0/21,327813
196.251.80.0/24,327813
196.251.81.0/24,327813
196.251.82.0/24,327813
196.251.83.0/24,327813
196.251.84.0/24,327813
196.251.85.0/24,327813
196.251.86.0/24,327813
196.251.87.0/24,327813
196.251.100.0/22,37684
196.251.104.0/21,37684
196.251.228.0/22,328128
197.136.0.0/14,36914
197.136.25.0/24,36914
197.136.64.0/19,36914
197.136.96.0/19,36914
197.136.135.0/24,36914
197.136.192.0/19,36914
197.148.128.0/18,37303
197.152.0.0/16,37133
197.152.0.0/18,37133
197.152.0.0/19,37133
197.152.64.0/18,37133
197.152.64.0/19,37133
197.152.96.0/19,37133
197.152.128.0/18,37133
197.152.128.0/19,37133
197.152.160.0/19,37133
197.152.192.0/19,37133
197.152.224.0/19,37133
197.156.128.0/18,12455
197.156.128.0/23,12455
197.156.128.0/24,12455
197.156.129.0/24,12455
197.156.132.0/23,12455
197.156.135.0/24,12455
197.156.136.0/21,12455
197.156.136.0/23,12455
197.156.136.0/24,12455
197.156.138.0/24,12455
197.156.139.0/24,12455
197.156.160.0/19,12455
197.157.0.0/18,36991
197.157.0.0/19,36991
197.157.32.0/19,36991
197.157.33.0/24,36991
197.157.38.0/24,36991
197.157.39.0/24,36991
197.157.96.0/19,36958
197.157.112.0/21,36958
197.157.120.0/22,36958
197.157.126.0/23,36958
197.157.192.0/22,37429
197.157.192.0/23,37429
197.157.192.0/24,37429
197.157.193.0/24,37429
197.157.194.0/23,37429
197.157.194.0/24,37429
197.157.195.0/24,37429
197.157.218.0/24,37433
197.157.219.0/24,36920
197.157.220.0/22,37439
197.157.230.0/24,37129
197.157.231.0/24,37129
197.159.96.0/20,37421
197.176.0.0/13,33771
197.176.0.0/14,33771
197.180.0.0/14,33771
197.184.0.0/16,37105
197.184.0.0/20,37105
197.184.16.0/20,37105
197.184.32.0/20,37105
197.184.48.0/20,37105
197.184.64.0/20,37105
197.184.80.0/20,37105
197.184.96.0/20,37105
197.184.112.0/20,37105
197.184.128.0/20,37105
197.184.144.0/20,37105
197.184.160.0/20,37105
197.184.176.0/20,37105
197.184.192.0/20,37105
197.184.208.0/20,37105
197.184.224.0/20,37105
197.184.240.0/20,37105
197.185.0.0/19,37105
197.186.0.0/15,37133
197.186.0.0/16,37133
197.186.0.0/17,37133
197.186.128.0/17,37133
197.211.0.0/19,37027
197.211.0.0/24,37027
197.211.1.0/24,37027
197.211.2.0/24,37027
197.211.3.0/24,37027
197.211.5.0/24,37027
197.211.6.0/24,37027
197.211.8.0/24,37027
197.211.8.0/30,37027
197.211.9.0/24,37027
197.211.11.0/24,37027
197.211.12.0/24,37027
197.211.13.0/24,37027
197.211.14.0/24,37027
197.211.22.0/24,37027
197.211.24.0/24,37027
197.211.25.0/24,37027
197.211.27.0/24,37027
197.211.28.0/24,37027
197.211.31.0/24,37027
197.212.0.0/15,37287
197.212.0.0/17,37287
197.220.0.0/19,36959
197.220.0.0/22,36959
197.220.0.0/24,36959
197.220.4.0/22,36959
197.220.16.0/20,36959
197.220.64.0/24,37326
197.220.65.0/24,37326
197.220.66.0/24,37326
197.220.67.0/24,37326
197.220.68.0/24,37326
197.220.69.0/24,37326
197.220.70.0/24,37326
197.220.71.0/24,37326
197.220.72.0/24,37326
197.220.73.0/24,37326
197.220.74.0/24,37326
197.220.80.0/24,37326
197.220.81.0/24,37326
197.220.84.0/24,37371
197.220.96.0/19,37027
197.220.96.0/24,37027
197.220.98.0/24,37027
197.220.99.0/24,37027
197.220.100.0/24,37027
197.220.101.0/24,37027
197.220.102.0/24,37027
197.220.108.0/22,37027
197.220.108.0/24,37027
197.220.109.0/24,37027
197.220.112.0/21,37027
197.220.113.0/24,37027
197.220.114.0/23,37027
197.220.114.0/24,37027
197.220.115.0/24,37027
197.220.118.0/23,37027
197.220.118.0/24,37027
197.220.119.0/24,37027
197.220.123.0/24,37027
197.220.125.0/24,37027
197.220.126.0/24,37027
197.220.127.0/24,37027
197.221.96.0/19,37334
197.221.128.0/19,36977
197.221.128.0/20,36977
197.221.144.0/20,36977
197.221.144.0/21,36977
197.221.144.0/22,36977
197.221.148.0/22,36977
197.221.151.0/24,36977
197.221.152.0/22,36977
197.221.152.0/23,36977
197.221.153.0/24,36977
197.221.154.0/23,36977
197.221.156.0/23,36977
197.221.192.0/19,36930
197.221.208.0/21,36930
197.221.216.0/21,36930
197.221.224.0/19,37204
197.221.227.0/24,37204
197.221.231.0/24,37204
197.221.232.0/24,37204
197.221.233.0/24,37204
197.221.234.0/24,37204
197.221.235.0/24,37204
197.221.236.0/24,37204
197.221.241.0/24,37204
197.221.242.0/24,37204
197.221.244.0/24,37204
197.221.251.0/24,37204
197.221.252.0/24,37204
197.221.253.0/24,37204
197.221.254.0/24,37204
197.231.176.0/21,37305
197.231.177.0/24,37305
197.231.178.0/24,37305
197.231.179.0/24,37305
197.231.181.0/24,37305
197.231.182.0/24,37305
197.231.202.0/24,37563
197.231.248.0/22,37586
197.231.248.0/23,37586
197.231.248.0/24,37586
197.231.249.0/24,37586
197.231.250.0/24,37586
197.231.251.0/24,37586
197.232.0.0/16,36866
197.232.0.0/22,36866
197.232.0.0/23,36866
197.232.2.0/23,36866
197.232.4.0/22,36866
197.232.6.0/23,36866
197.232.14.0/23,36866
197.232.16.0/22,36866
197.232.16.0/23,36866
197.232.20.0/23,36866
197.232.26.0/23,36866
197.232.30.0/23,36866
197.232.32.0/22,36866
197.232.32.0/23,36866
197.232.35.0/24,36866
197.232.36.0/22,36866
197.232.38.0/23,36866
197.232.45.0/24,36866
197.232.46.0/23,36866
197.232.56.0/24,36866
197.232.61.0/24,36866
197.232.240.0/23,36866
197.232.242.0/23,36866
197.232.244.0/23,36866
197.232.246.0/23,36866
197.232.248.0/22,36866
197.232.252.0/22,36866
197.232.252.0/23,36866
197.234.128.0/18,37315
197.234.128.0/20,37315
197.234.144.0/21,37315
197.234.152.0/22,37315
197.234.152.0/24,37315
197.234.153.0/24,37315
197.234.156.0/23,37315
197.234.158.0/23,37315
197.234.160.0/21,37315
197.234.168.0/21,37315
197.234.172.0/22,37315
197.234.176.0/20,37315
197.234.176.0/22,37315
197.234.180.0/23,37315
197.234.182.0/24,37315
197.234.236.0/22,37354
197.237.0.0/16,15399
197.237.0.0/22,15399
197.237.4.0/23,15399
197.237.6.0/23,15399
197.237.8.0/24,15399
197.237.9.0/24,15399
197.237.10.0/24,15399
197.237.11.0/24,15399
197.237.12.0/24,15399
197.237.13.0/24,15399
197.237.14.0/24,15399
197.237.15.0/24,15399
197.237.16.0/22,15399
197.237.20.0/24,15399
197.237.22.0/23,15399
197.237.24.0/23,15399
197.237.26.0/23,15399
197.237.28.0/23,15399
197.237.30.0/23,15399
197.237.32.0/23,15399
197.237.34.0/23,15399
197.237.36.0/23,15399
197.237.38.0/23,15399
197.237.40.0/23,15399
197.237.42.0/23,15399
197.237.44.0/23,15399
197.237.46.0/23,15399
197.237.48.0/23,15399
197.237.50.0/23,15399
197.237.52.0/23,15399
197.237.54.0/23,15399
197.237.56.0/22,15399
197.237.60.0/22,15399
197.237.64.0/20,15399
197.237.80.0/22,15399
197.237.84.0/24,15399
197.237.85.0/24,15399
197.237.86.0/24,15399
197.237.87.0/24,15399
197.237.88.0/23,15399
197.237.90.0/23,15399
197.237.92.0/23,15399
197.237.94.0/23,15399
197.237.96.0/23,15399
197.237.98.0/23,15399
197.237.100.0/22,15399
197.237.104.0/22,15399
197.237.108.0/22,15399
197.237.112.0/24,15399
197.237.113.0/24,15399
197.237.114.0/23,15399
197.237.116.0/23,15399
197.237.118.0/24,15399
197.237.119.0/24,15399
197.237.120.0/23,15399
197.237.122.0/23,15399
197.237.124.0/23,15399
197.237.126.0/24,15399
197.237.127.0/24,15399
197.237.128.0/24,15399
197.237.129.0/24,15399
197.237.130.0/24,15399
197.237.131.0/24,15399
197.237.132.0/24,15399
197.237.133.0/24,15399
197.237.134.0/24,15399
197.237.135.0/24,15399
197.237.136.0/24,15399
197.237.137.0/24,15399
197.237.138.0/23,15399
197.237.140.0/22,15399
197.237.144.0/22,15399
197.237.148.0/24,15399
197.237.149.0/24,15399
197.237.150.0/23,15399
197.237.152.0/22,15399
197.237.156.0/22,15399
197.237.160.0/24,15399
197.237.161.0/24,15399
197.237.162.0/24,15399
197.237.163.0/24,15399
197.237.164.0/24,15399
197.237.165.0/24,15399
197.237.166.0/24,15399
197.237.167.0/24,15399
197.237.168.0/24,15399
197.237.169.0/24,15399
197.237.170.0/24,15399
197.237.171.0/24,15399
197.237.172.0/23,15399
197.237.174.0/23,15399
197.237.176.0/23,15399
197.237.178.0/23,15399
197.237.180.0/22,15399
197.237.184.0/22,15399
197.237.188.0/24,15399
197.237.189.0/24,15399
197.237.190.0/23,15399
197.237.192.0/22,15399
197.237.196.0/24,15399
197.237.197.0/24,15399
197.237.198.0/24,15399
197.237.199.0/24,15399
197.237.200.0/24,15399
197.237.201.0/24,15399
197.237.202.0/24,15399
197.237.203.0/24,15399
197.237.204.0/23,15399
197.237.206.0/23,15399
197.237.208.0/24,15399
197.237.209.0/24,15399
197.237.210.0/24,15399
197.237.211.0/24,15399
197.237.212.0/23,15399
197.237.214.0/24,15399
197.237.215.0/24,15399
197.237.216.0/23,15399
197.237.218.0/24,15399
197.237.219.0/24,15399
197.237.220.0/24,15399
197.237.221.0/24,15399
197.237.222.0/24,15399
197.237.223.0/24,15399
197.237.224.0/24,15399
197.237.225.0/24,15399
197.237.226.0/24,15399
197.237.227.0/24,15399
197.237.228.0/24,15399
197.237.229.0/24,15399
197.237.230.0/24,15399
197.237.231.0/24,15399
197.237.232.0/24,15399
197.237.233.0/24,15399
197.237.234.0/23,15399
197.237.236.0/24,15399
197.237.237.0/24,15399
197.237.238.0/24,15399
197.237.239.0/24,15399
197.237.240.0/24,15399
197.237.241.0/24,15399
197.237.242.0/24,15399
197.237.243.0/24,15399
197.237.244.0/24,15399
197.237.245.0/24,15399
197.237.246.0/24,15399
197.237.247.0/24,15399
197.237.248.0/21,15399
197.239.0.0/18,37075
197.239.0.0/24,37075
197.239.1.0/24,37075
197.239.2.0/24,37075
197.239.3.0/24,37075
197.239.4.0/24,37075
197.239.5.0/24,37075
197.239.6.0/24,37075
