prefix,origin_asn
41.221.33.0/24,37084
41.221.36.0/24,37084
41.221.40.0/21,37084
41.221.40.0/23,37084
41.221.41.0/24,37084
41.221.42.0/24,37084
41.221.45.0/24,37084
41.221.80.0/20,36977
41.221.80.0/21,36977
41.221.81.0/24,36977
41.221.84.0/22,36977
41.221.86.0/24,36977
41.221.87.0/24,36977
41.221.144.0/20,36986
41.221.144.0/23,36986
41.221.146.0/23,36986
41.221.148.0/23,36986
41.221.150.0/23,36986
41.221.152.0/23,36986
41.221.156.0/23,36986
41.221.158.0/23,36986
41.222.8.0/21,36866
41.222.8.0/24,36866
41.222.9.0/24,36866
41.222.10.0/23,36866
41.222.10.0/24,36866
41.222.12.0/23,36866
41.222.13.0/24,36866
41.222.14.0/23,36866
41.222.14.0/24,36866
41.222.15.0/24,36866
41.222.16.0/21,36959
41.222.16.0/22,36959
41.222.20.0/22,36959
41.222.24.0/21,33772
41.222.28.0/24,33772
41.222.29.0/24,33772
41.222.30.0/24,33772
41.222.56.0/22,37143
41.222.60.0/23,37143
41.222.62.0/24,37143
41.222.63.0/24,37143
41.222.88.0/24,37126
41.222.89.0/24,37126
41.222.90.0/24,37126
41.222.91.0/24,37126
41.222.92.0/24,37126
41.222.93.0/24,37126
41.222.94.0/24,37126
41.222.95.0/24,37126
41.222.151.0/24,25163
41.222.160.0/21,37044
41.222.160.0/22,37044
41.222.160.0/23,37044
41.222.160.0/24,37044
41.222.161.0/24,37044
41.222.162.0/23,37044
41.222.162.0/24,37044
41.222.163.0/24,37044
41.222.164.0/22,37044
41.222.164.0/23,37044
41.222.164.0/24,37044
41.222.165.0/24,37044
41.222.166.0/23,37044
41.222.166.0/24,37044
41.222.167.0/24,37044
41.222.184.0/21,37294
41.222.184.0/22,37294
41.222.188.0/22,36913
41.222.204.0/22,36958
41.222.206.0/24,36958
41.222.244.0/23,37010
41.223.16.0/22,33772
41.223.17.0/24,33772
41.223.18.0/24,33772
41.223.19.0/24,33772
41.223.44.0/24,36872
41.223.45.0/24,36872
41.223.56.0/22,36926
41.223.56.0/23,36926
41.223.56.0/24,36926
41.223.57.0/24,36926
41.223.58.0/24,36926
41.223.59.0/24,36926
41.223.72.0/24,37014
41.223.85.0/24,37075
41.223.86.0/24,37075
41.223.87.0/24,37075
41.223.130.0/24,36957
41.223.131.0/24,36957
41.223.140.0/23,36963
41.223.142.0/24,36963
41.223.145.0/24,36970
41.223.150.0/24,36967
41.223.151.0/24,36967
41.223.216.0/22,36958
41.223.216.0/24,36958
41.242.0.0/22,37684
41.242.0.0/23,37684
41.242.1.0/24,37684
41.242.2.0/23,37684
41.242.2.0/24,37684
41.242.3.0/24,37684
41.242.4.0/22,37685
41.242.84.0/24,37609
41.242.85.0/24,37609
41.242.86.0/24,37609
41.242.87.0/24,37609
41.242.116.0/22,37662
41.242.140.0/22,22690
41.242.192.0/18,37105
41.243.2.0/24,37020
41.243.3.0/24,327707
41.243.4.0/24,36926
41.243.5.0/24,37020
41.243.6.0/24,36926
41.243.9.0/24,37020
41.243.16.0/24,36926
45.79.224.0/19,63949
45.195.4.0/24,4809
45.195.5.0/24,4809
45.195.6.0/24,4809
45.195.7.0/24,4809
45.212.0.0/14,37287
45.212.0.0/17,37287
45.212.128.0/17,37287
45.213.0.0/17,37287
45.213.128.0/17,37287
45.214.0.0/17,37287
45.214.128.0/17,37287
45.215.0.0/17,37287
45.215.128.0/17,37287
45.220.48.0/24,328134
45.221.8.0/22,328118
45.221.65.0/24,327813
45.221.66.0/24,327813
45.221.67.0/24,327813
45.221.72.0/21,37027
45.221.72.0/23,37027
45.221.73.0/24,37027
45.221.74.0/24,37027
45.221.75.0/24,37027
45.221.96.0/20,328095
45.221.112.0/20,328095
45.221.192.0/21,328097
45.221.224.0/19,328092
45.222.96.0/22,328035
62.8.64.0/19,15399
62.8.64.0/24,15399
62.8.66.0/24,15399
62.8.67.0/24,15399
62.8.68.0/24,15399
62.8.70.0/24,15399
62.8.71.0/24,15399
62.8.72.0/24,15399
62.8.73.0/24,15399
62.8.74.0/24,15399
62.8.75.0/24,15399
62.8.76.0/24,15399
62.8.77.0/24,15399
62.8.78.0/24,15399
62.8.79.0/24,15399
62.8.80.0/24,15399
62.8.82.0/24,15399
62.8.84.0/24,15399
62.8.86.0/24,15399
62.8.87.0/24,15399
62.8.88.0/24,15399
62.8.89.0/24,15399
62.8.90.0/24,15399
62.8.91.0/24,15399
62.8.92.0/24,15399
62.8.93.0/24,15399
62.8.94.0/24,15399
62.8.95.0/24,15399
62.12.112.0/21,37684
62.12.112.0/22,37684
62.12.113.0/24,37684
62.12.114.0/23,37684
62.12.116.0/22,37684
62.12.116.0/24,37684
62.12.117.0/24,37684
62.12.118.0/24,37684
62.12.119.0/24,37684
62.24.96.0/19,12455
62.24.98.0/23,12455
62.24.99.0/24,12455
62.24.100.0/23,12455
62.24.100.0/24,12455
62.24.101.0/24,12455
62.24.102.0/23,12455
62.24.104.0/23,12455
62.24.104.0/24,12455
62.24.105.0/24,12455
62.24.107.0/24,12455
62.24.108.0/23,12455
62.24.110.0/23,12455
62.24.110.0/24,12455
62.24.111.0/24,12455
62.24.112.0/23,12455
62.24.112.0/24,12455
62.24.113.0/24,12455
62.24.114.0/24,12455
62.24.115.0/24,30994
62.24.116.0/22,30994
62.24.118.0/24,30994
62.24.120.0/22,30994
62.24.120.0/24,30994
62.24.121.0/24,30994
62.24.122.0/24,30994
62.24.123.0/24,30994
62.24.124.0/23,12455
62.24.126.0/23,12455
62.24.126.0/24,12455
62.24.127.0/24,12455
62.56.248.0/22,12491
62.56.248.0/23,12491
62.56.248.0/24,12491
62.56.249.0/24,12491
62.56.250.0/23,12491
62.56.250.0/24,12491
62.56.251.0/24,12491
64.9.224.0/23,36492
64.9.228.0/23,36492
64.15.112.0/20,43515
64.15.114.0/24,36040
64.57.112.0/20,25695
64.62.128.0/17,6939
64.62.128.0/18,6939
64.62.137.0/24,62847
64.62.141.0/24,394996
64.62.149.0/24,57
64.62.156.0/24,13650
64.62.160.0/24,54197
64.62.161.0/24,43531
64.62.177.0/24,63141
64.62.184.0/24,40099
64.62.189.0/24,54288
64.62.190.0/24,63949
64.62.191.0/24,54288
64.62.196.0/24,54288
64.62.201.0/24,394993
64.62.209.0/24,54288
64.62.224.0/24,8309
64.62.228.0/24,63949
64.62.231.0/24,63949
64.62.245.0/24,26882
64.62.253.0/24,54288
64.62.255.0/24,394996
64.71.128.0/18,6939
64.71.152.0/24,63949
64.71.161.0/24,393259
64.71.172.0/24,63186
64.71.173.0/24,54288
64.71.181.0/24,6565
64.86.26.0/23,37204
64.233.160.0/19,15169
64.233.160.0/24,15169
64.233.161.0/24,15169
64.233.162.0/24,15169
64.233.163.0/24,15169
64.233.164.0/24,15169
64.233.165.0/24,15169
64.233.166.0/24,15169
64.233.167.0/24,15169
64.233.168.0/24,15169
64.233.169.0/24,15169
64.233.170.0/24,15169
64.233.171.0/24,15169
64.233.176.0/24,15169
64.233.177.0/24,15169
64.233.178.0/24,15169
64.233.179.0/24,15169
64.233.180.0/24,15169
64.233.181.0/24,15169
64.233.182.0/24,15169
64.233.183.0/24,15169
64.233.184.0/24,15169
64.233.185.0/24,15169
64.233.186.0/24,15169
64.233.187.0/24,15169
64.233.188.0/24,15169
64.233.189.0/24,15169
64.233.190.0/24,15169
64.233.191.0/24,15169
65.19.128.0/18,6939
65.19.132.0/24,394996
65.19.172.0/24,54288
65.19.178.0/24,63949
65.19.181.0/24,394996
65.19.182.0/24,54288
65.19.184.0/24,54288
65.19.185.0/24,54288
65.19.186.0/24,26882
65.19.188.0/24,393513
65.22.4.0/24,42
65.49.0.0/17,6939
65.49.1.0/24,36791
65.49.2.0/24,6939
65.49.5.0/24,54288
65.49.11.0/24,46278
65.49.14.0/24,6939
65.49.24.0/24,19330
65.49.31.0/24,40604
65.49.41.0/24,54288
65.49.45.0/24,54288
65.49.53.0/24,394740
65.49.54.0/24,394996
65.49.55.0/24,16830
65.49.57.0/24,54288
65.49.60.0/24,63949
65.49.66.0/24,26914
65.49.68.0/24,6939
65.49.78.0/24,394996
65.49.81.0/24,394996
65.49.92.0/24,54288
65.49.93.0/24,18779
65.49.108.0/22,6939
66.102.0.0/20,15169
66.102.1.0/24,15169
66.102.2.0/24,15169
66.102.3.0/24,15169
66.102.4.0/24,15169
66.102.12.0/24,15169
66.160.128.0/18,6939
66.160.141.0/24,63949
66.160.156.0/24,54288
66.160.161.0/24,54288
66.160.164.0/23,393445
66.160.180.0/24,54288
66.160.186.0/24,54288
66.160.191.0/24,18779
66.160.192.0/20,6939
66.160.194.0/24,54408
66.160.200.0/24,54288
66.160.207.0/24,54288
66.220.0.0/19,6939
66.220.1.0/24,63949
66.220.14.0/24,54288
66.220.17.0/24,54288
66.220.19.0/24,54288
66.220.21.0/24,54288
66.249.64.0/19,15169
69.48.171.0/24,22691
69.166.10.0/24,3856
70.32.128.0/19,15169
70.32.131.0/24,15169
70.32.132.0/24,395973
70.32.133.0/24,15169
70.32.136.0/24,395973
70.32.145.0/24,15169
70.32.146.0/23,15169
70.32.151.0/24,15169
72.14.192.0/18,15169
72.52.64.0/18,6939
72.52.71.0/24,6939
72.52.76.0/24,18779
72.52.85.0/24,63450
72.52.92.0/24,6939
72.52.95.0/24,54288
72.52.100.0/24,54288
74.82.0.0/18,6939
74.82.0.0/24,394740
74.82.2.0/23,63949
74.82.2.0/24,63949
74.82.3.0/24,63949
74.82.5.0/24,63949
74.82.8.0/24,54288
74.82.22.0/23,6939
74.82.30.0/24,394996
74.82.31.0/24,394996
74.82.43.0/24,18779
74.82.46.0/24,6939
74.82.48.0/22,6939
74.114.24.0/21,15169
74.125.0.0/16,15169
74.125.6.0/24,15169
74.125.21.0/24,15169
74.125.23.0/24,15169
74.125.24.0/24,15169
74.125.26.0/24,15169
74.125.27.0/24,15169
74.125.28.0/24,15169
74.125.30.0/24,15169
74.125.31.0/24,15169
74.125.39.0/24,15169
74.125.68.0/24,15169
74.125.69.0/24,15169
74.125.70.0/24,15169
74.125.71.0/24,15169
74.125.124.0/24,15169
74.125.126.0/24,15169
74.125.127.0/24,15169
74.125.128.0/24,15169
74.125.129.0/24,15169
74.125.130.0/24,15169
74.125.131.0/24,15169
74.125.132.0/24,15169
74.125.133.0/24,15169
74.125.134.0/24,15169
74.125.135.0/24,15169
74.125.136.0/24,15169
74.125.138.0/24,15169
74.125.139.0/24,15169
74.125.140.0/24,15169
74.125.141.0/24,15169
74.125.142.0/24,15169
74.125.143.0/24,15169
74.125.192.0/24,15169
74.125.195.0/24,15169
74.125.196.0/24,15169
74.125.197.0/24,15169
74.125.198.0/24,15169
74.125.199.0/24,15169
74.125.200.0/24,15169
74.125.201.0/24,15169
74.125.202.0/24,15169
74.125.203.0/24,15169
74.125.204.0/24,15169
74.125.205.0/24,15169
74.125.206.0/24,15169
74.125.225.0/24,15169
74.125.226.0/24,15169
74.125.227.0/24,15169
74.125.228.0/24,15169
74.125.230.0/24,15169
74.125.232.0/24,15169
74.125.234.0/24,15169
74.125.235.0/24,15169
74.125.236.0/24,15169
74.125.238.0/24,15169
80.95.8.0/21,327781
80.227.128.0/19,15802
80.248.0.0/24,25163
80.248.1.0/24,25163
80.248.2.0/24,25163
80.248.3.0/24,25163
80.248.4.0/24,25163
80.248.5.0/24,25163
80.248.6.0/24,25163
80.248.7.0/24,25163
80.248.8.0/24,25163
80.248.9.0/24,25163
80.248.10.0/24,25163
80.248.11.0/24,25163
80.248.12.0/24,25163
80.248.13.0/24,25163
80.248.14.0/24,25163
80.248.15.0/24,25163
81.85.218.0/24,38056
81.199.16.0/22,12491
81.199.16.0/23,12491
81.199.16.0/24,12491
81.199.17.0/24,12491
81.199.18.0/23,12491
81.199.18.0/24,12491
81.199.19.0/24,12491
89.207.224.0/24,36384
92.240.0.0/23,11856
92.240.1.0/24,11856
92.240.2.0/24,11856
94.102.167.0/27,6774
94.102.167.32/27,6774
102.144.0.0/13,37287
102.144.0.0/17,37287
102.144.128.0/17,37287
102.146.0.0/17,37287
102.147.128.0/17,37287
102.148.0.0/17,37287
102.148.128.0/17,37287
102.165.112.0/22,328291
102.165.192.0/18,37315
102.165.208.0/22,37315
102.165.216.0/22,37315
102.165.232.0/21,37315
102.166.0.0/15,12455
102.166.0.0/16,12455
102.167.0.0/16,12455
102.177.192.0/18,328230
103.30.200.0/24,59214
103.227.128.0/22,59214
103.227.128.0/24,59214
103.227.129.0/24,59214
103.227.130.0/24,59214
103.227.131.0/24,59214
103.243.92.0/22,59214
103.243.92.0/24,59214
103.243.93.0/24,59214
103.243.94.0/24,59214
104.132.0.0/14,36384
104.132.0.0/23,15169
104.132.3.0/24,41264
104.132.5.0/24,15169
104.132.6.0/24,41264
104.132.7.0/24,15169
104.132.8.0/24,15169
104.132.12.0/24,41264
104.132.19.0/24,41264
104.132.25.0/24,41264
104.132.29.0/24,41264
104.132.31.0/24,41264
104.132.33.0/24,41264
104.132.34.0/24,15169
104.132.37.0/24,41264
104.132.38.0/24,41264
104.132.40.0/24,41264
104.132.42.0/24,41264
104.132.43.0/24,41264
104.132.57.0/24,41264
104.132.59.0/24,41264
104.132.61.0/24,41264
104.132.62.0/24,41264
104.132.69.0/24,41264
104.132.77.0/24,41264
104.132.113.0/24,41264
104.132.114.0/24,41264
104.132.116.0/24,41264
104.132.117.0/24,41264
104.132.118.0/24,41264
104.132.119.0/24,41264
104.132.120.0/24,41264
104.132.124.0/24,41264
104.132.125.0/24,41264
104.132.128.0/24,41264
104.132.130.0/24,41264
104.132.132.0/24,41264
104.132.133.0/24,41264
104.132.135.0/24,41264
104.132.136.0/24,41264
104.132.138.0/24,41264
104.132.140.0/24,41264
104.132.142.0/24,41264
104.132.144.0/24,41264
104.132.146.0/24,41264
104.132.149.0/24,41264
104.132.150.0/24,41264
104.132.151.0/24,41264
104.132.152.0/24,41264
104.132.153.0/24,41264
104.132.154.0/24,41264
104.132.155.0/24,41264
104.132.159.0/24,41264
104.132.161.0/24,41264
104.132.162.0/24,41264
104.132.164.0/24,41264
104.132.165.0/24,41264
104.132.169.0/24,41264
104.132.177.0/24,41264
104.132.178.0/24,41264
104.132.179.0/24,41264
104.132.180.0/24,41264
104.132.183.0/24,41264
104.132.184.0/24,41264
104.132.186.0/24,41264
104.132.189.0/24,41264
104.132.196.0/24,41264
104.132.198.0/24,41264
104.132.201.0/24,41264
104.132.203.0/24,41264
104.132.205.0/24,41264
104.132.206.0/24,41264
104.132.207.0/24,41264
104.132.210.0/24,41264
104.132.211.0/24,41264
104.132.213.0/24,41264
104.132.214.0/24,41264
104.132.215.0/24,41264
104.132.222.0/24,41264
104.132.236.0/24,41264
104.133.2.0/23,15169
104.133.5.0/24,41264
104.133.6.0/24,41264
104.133.7.0/24,41264
104.154.0.0/15,15169
104.154.0.0/19,15169
104.154.32.0/19,15169
104.154.64.0/19,15169
104.154.96.0/19,15169
104.154.128.0/19,15169
104.154.160.0/19,15169
104.154.192.0/19,15169
104.154.224.0/19,15169
104.155.0.0/19,15169
104.155.32.0/19,15169
104.155.64.0/19,15169
104.155.96.0/19,15169
104.155.128.0/19,15169
104.155.160.0/19,15169
104.155.192.0/19,15169
104.155.224.0/19,15169
104.196.0.0/14,15169
104.196.0.0/19,15169
104.196.32.0/19,15169
104.196.64.0/19,15169
104.196.96.0/19,15169
104.196.128.0/19,15169
104.196.160.0/19,15169
104.196.192.0/19,15169
104.196.224.0/19,15169
104.197.0.0/19,15169
104.197.32.0/19,15169
104.197.64.0/19,15169
104.197.96.0/19,15169
104.197.128.0/19,15169
104.197.160.0/19,15169
104.197.192.0/19,15169
104.197.224.0/19,15169
104.198.0.0/19,15169
104.198.32.0/19,15169
104.198.64.0/19,15169
104.198.96.0/19,15169
104.198.128.0/19,15169
104.198.160.0/19,15169
104.198.192.0/19,15169
104.198.224.0/19,15169
104.199.0.0/19,15169
104.199.32.0/19,15169
104.199.64.0/19,15169
104.199.96.0/19,15169
104.199.128.0/19,15169
104.199.160.0/19,15169
104.199.192.0/19,15169
104.199.224.0/19,15169
104.237.160.0/19,43515
104.237.163.0/24,36040
104.237.175.0/24,36040
104.237.188.0/24,36040
104.237.189.0/24,36040
104.237.191.0/24,36040
104.254.152.0/21,6939
105.48.0.0/12,33771
105.48.0.0/13,33771
105.56.0.0/13,33771
105.160.0.0/13,33771
105.160.0.0/14,33771
105.164.0.0/14,33771
105.178.0.0/15,37228
105.178.32.0/22,37228
105.178.36.0/22,37228
105.178.40.0/22,37228
105.178.104.0/22,37228
105.178.108.0/22,37228
105.178.116.0/22,37228
105.179.0.0/22,37228
105.179.1.0/24,37228
105.179.2.0/24,37228
105.179.4.0/22,37228
105.179.5.0/24,37228
105.179.7.0/24,37228
105.179.8.0/22,37228
105.179.9.0/24,37228
105.179.10.0/24,37228
105.179.21.0/24,37228
105.179.200.0/22,37228
105.230.0.0/15,36926
105.230.0.0/19,36926
105.230.64.0/18,36926
105.230.128.0/18,36926
105.230.128.0/19,36926
105.231.0.0/18,36926
105.231.192.0/18,36926
105.234.144.0/23,37440
105.234.146.0/23,37440
105.234.148.0/23,37440
105.234.150.0/23,37440
105.234.152.0/23,37440
105.234.154.0/23,37440
105.234.156.0/23,37440
105.234.158.0/23,37440
105.234.160.0/23,37440
105.234.162.0/23,37440
105.234.164.0/23,37440
105.234.166.0/23,37287
105.234.168.0/23,37440
105.235.240.0/20,36963
107.167.160.0/19,15169
107.178.192.0/18,15169
108.59.80.0/20,15169
108.170.192.0/18,15169
108.177.0.0/17,15169
108.177.8.0/24,15169
108.177.9.0/24,15169
108.177.10.0/24,15169
108.177.11.0/24,15169
108.177.12.0/24,15169
108.177.13.0/24,15169
108.177.14.0/24,15169
108.177.15.0/24,15169
108.177.96.0/24,15169
108.177.97.0/24,15169
108.177.98.0/24,15169
108.177.103.0/24,15169
108.177.104.0/24,15169
108.177.111.0/24,15169
108.177.112.0/24,15169
108.177.119.0/24,15169
108.177.120.0/24,15169
108.177.121.0/24,15169
108.177.122.0/24,15169
108.177.125.0/24,15169
108.177.126.0/24,15169
108.177.127.0/24,15169
114.69.222.0/24,42
118.85.206.0/24,4809
119.161.63.0/24,134384
125.253.140.0/24,38056
125.253.141.0/24,38056
129.56.0.0/16,327952
129.56.0.0/24,327952
129.56.2.0/24,327952
129.56.32.0/24,327952
129.56.252.0/24,327952
129.205.0.0/19,37063
129.205.12.0/24,37063
129.205.13.0/24,37063
129.205.14.0/24,37063
129.205.15.0/24,37063
129.205.28.0/24,37063
130.211.0.0/16,15169
136.22.64.0/23,36492
142.250.0.0/15,15169
146.148.0.0/17,15169
148.51.0.0/17,6939
149.112.112.0/24,19281
149.112.149.0/24,19281
154.0.128.0/20,37063
154.0.138.0/24,37063
154.66.108.0/22,1
154.66.120.0/24,37098
154.66.121.0/24,37098
154.66.124.0/24,37098
154.66.125.0/24,37098
154.66.126.0/23,37098
154.66.160.0/20,25543
154.66.171.0/24,25543
154.66.192.0/22,37439
154.66.208.0/22,37653
154.66.216.0/22,37027
154.66.217.0/24,37027
154.66.240.0/21,37662
154.66.240.0/24,37662
154.66.241.0/24,37662
154.66.242.0/24,37662
154.66.243.0/24,37662
154.66.244.0/24,37662
154.66.245.0/24,37662
154.66.246.0/24,37662
154.70.0.0/18,15399
154.70.0.0/24,15399
154.70.1.0/24,15399
154.70.2.0/24,15399
154.70.3.0/24,15399
154.70.4.0/24,15399
154.70.5.0/24,15399
154.70.6.0/24,15399
154.70.7.0/24,15399
154.70.8.0/22,15399
154.70.12.0/23,15399
154.70.14.0/23,15399
154.70.16.0/20,15399
154.70.32.0/24,15399
154.70.33.0/24,15399
154.70.34.0/23,15399
154.70.36.0/24,15399
154.70.37.0/24,15399
154.70.38.0/24,15399
154.70.39.0/24,15399
154.70.40.0/23,15399
154.70.42.0/24,15399
154.70.43.0/24,15399
154.70.44.0/22,15399
154.70.48.0/20,15399
154.70.156.0/22,327717
154.70.157.0/24,327717
154.70.196.0/22,327720
154.70.196.0/24,327720
154.70.198.0/24,327720
154.70.199.0/24,327720
154.72.22.0/24,327728
154.72.23.0/24,327728
154.72.24.0/24,327742
154.72.25.0/24,327742
154.72.26.0/24,327742
154.72.27.0/24,327742
154.72.40.0/24,4809
154.72.41.0/24,4809
154.72.42.0/24,4809
154.72.43.0/24,4809
154.72.44.0/24,4134
154.72.45.0/24,4809
154.72.48.0/24,37662
154.72.49.0/24,37662
154.72.50.0/24,327732
154.72.51.0/24,327732
154.73.40.0/24,37545
154.73.41.0/24,37545
154.73.42.0/24,37545
154.73.43.0/24,37545
154.73.44.0/22,327768
154.73.47.0/24,327768
154.73.76.0/22,37662
154.73.76.0/23,37662
154.73.80.0/22,37184
154.73.80.0/24,37184
154.73.82.0/24,37184
154.73.83.0/24,37184
154.73.104.0/24,327799
154.73.105.0/24,327799
154.73.106.0/23,327799
154.73.106.0/24,327799
154.73.107.0/24,327799
154.73.124.0/22,327747
154.73.152.0/23,37675
154.73.152.0/24,37675
154.73.153.0/24,37675
154.73.155.0/24,37675
154.73.158.0/24,37675
154.73.159.0/24,37675
154.73.224.0/21,327745
154.73.232.0/22,37185
154.73.232.0/24,37185
154.73.233.0/24,37185
154.73.252.0/22,327840
154.76.0.0/14,36926
154.76.0.0/15,36926
154.76.0.0/16,36926
154.76.0.0/17,36926
154.77.128.0/17,36926
154.77.128.0/18,36926
154.77.128.0/19,36926
154.77.160.0/19,36926
154.77.192.0/18,36926
154.77.192.0/19,36926
154.77.224.0/19,36926
154.78.0.0/15,36926
154.79.128.0/18,36926
154.79.192.0/19,36926
154.79.224.0/20,36926
154.115.160.0/19,37061
154.115.161.0/24,37061
154.117.192.0/18,327799
154.117.192.0/24,327799
154.117.193.0/24,327799
154.117.194.0/24,327799
154.117.195.0/24,327799
154.117.196.0/22,327799
154.117.200.0/24,327799
154.117.201.0/24,327799
154.117.202.0/24,327799
154.117.203.0/24,327799
154.117.204.0/24,327799
154.117.205.0/24,327799
154.117.206.0/24,327799
154.117.207.0/24,327799
154.117.208.0/22,327799
154.117.212.0/22,327799
154.117.216.0/24,327799
154.117.217.0/24,327799
154.117.218.0/24,327799
154.117.219.0/24,327799
154.117.220.0/22,327799
154.117.224.0/22,327799
154.117.228.0/22,327799
154.117.232.0/22,327799
154.117.236.0/22,327799
154.117.240.0/22,327799
154.117.248.0/22,327799
154.117.252.0/22,327799
154.118.0.0/23,37340
154.118.4.0/23,37340
154.118.8.0/23,37340
154.118.12.0/23,37340
154.118.14.0/23,37340
154.118.16.0/23,37340
154.118.18.0/23,37340
154.118.20.0/23,37340
154.118.28.0/23,37340
154.118.30.0/23,37340
154.118.32.0/23,37340
154.118.38.0/23,37340
154.118.40.0/23,37340
154.118.42.0/23,37340
154.118.44.0/23,37340
154.118.48.0/23,37340
154.118.52.0/23,37340
154.118.60.0/23,37340
154.118.62.0/23,37340
154.118.64.0/23,37340
154.118.66.0/23,37340
154.118.72.0/23,37340
154.118.76.0/23,37340
154.118.82.0/23,37340
154.118.84.0/23,37340
154.118.86.0/23,37340
154.118.88.0/23,37340
154.118.90.0/23,37340
154.118.94.0/23,37340
154.118.96.0/23,37340
154.118.98.0/23,37340
154.118.100.0/23,37340
154.118.102.0/23,37340
154.118.110.0/23,37340
154.118.112.0/23,37340
154.118.126.0/23,37340
154.118.232.0/24,327970
154.118.233.0/24,327970
154.118.234.0/24,327970
154.118.235.0/24,327970
154.118.237.0/24,327970
154.118.238.0/24,327970
154.118.240.0/22,327828
154.118.240.0/24,327828
154.118.241.0/24,327828
154.118.242.0/24,327828
154.118.243.0/24,327828
154.118.252.0/22,327824
154.118.252.0/24,327824
154.118.253.0/24,327824
154.118.254.0/24,327824
154.118.255.0/24,327824
154.119.0.0/19,327798
154.119.0.0/20,327798
154.119.0.0/21,327798
154.119.0.0/22,327798
154.119.0.0/23,327798
154.119.0.0/24,327798
154.119.64.0/20,37314
154.119.64.0/24,37314
154.119.66.0/24,37314
154.119.78.0/24,37314
154.119.144.0/20,327745
154.119.224.0/19,37236
154.120.65.0/24,37340
154.120.68.0/23,37340
154.120.70.0/23,37340
154.120.72.0/23,37340
154.120.80.0/23,37340
154.120.86.0/23,37340
154.120.88.0/23,37340
154.120.90.0/23,37340
154.120.92.0/23,37340
154.120.94.0/23,37340
154.120.96.0/23,37340
154.120.98.0/23,37340
154.120.100.0/23,37340
154.120.104.0/23,37340
154.120.106.0/23,37340
154.120.108.0/23,37340
154.120.110.0/23,37340
154.120.112.0/23,37340
154.120.116.0/23,37340
154.120.118.0/23,37340
154.120.124.0/23,37340
154.120.126.0/23,37340
154.120.134.0/24,37037
154.120.135.0/24,37037
154.122.0.0/15,12455
154.122.0.0/17,12455
154.122.128.0/17,12455
154.123.0.0/16,12455
154.123.0.0/17,12455
154.123.0.0/18,12455
154.127.16.0/24,37126
154.127.17.0/24,37126
154.127.18.0/24,37126
154.127.19.0/24,37126
154.127.20.0/24,37126
154.127.21.0/24,37126
154.127.22.0/24,37126
154.127.23.0/24,37126
154.127.24.0/24,37126
154.127.25.0/24,37126
154.127.26.0/24,37126
154.127.27.0/24,37126
154.127.28.0/24,37126
154.127.29.0/24,37126
154.127.30.0/24,37126
154.127.31.0/24,37126
154.152.0.0/13,36926
154.152.0.0/17,36926
154.152.0.0/18,36926
154.152.64.0/18,36926
154.152.128.0/17,36926
154.152.128.0/18,36926
154.152.192.0/18,36926
154.224.0.0/13,37075
154.224.0.0/14,37075
154.228.0.0/14,37075
155.12.0.0/17,37084
155.12.24.0/24,37084
155.12.34.0/24,37084
155.12.36.0/24,37084
155.93.108.0/24,16284
155.93.109.0/24,16284
155.93.112.0/24,16284
155.93.114.0/24,16284
155.93.115.0/24,16284
155.93.116.0/24,16284
155.93.117.0/24,16284
155.93.118.0/24,16284
155.93.119.0/24,16284
155.93.120.0/24,16284
155.93.121.0/24,16284
155.93.122.0/24,16284
155.93.123.0/24,16284
155.93.124.0/24,16284
155.93.125.0/24,16284
155.93.126.0/23,16284
155.93.126.0/24,16284
155.93.127.0/24,16284
156.0.232.0/23,328225
156.38.4.0/22,37014
156.38.4.0/24,37014
156.157.0.0/16,37133
156.157.0.0/17,37133
156.157.128.0/17,37133
156.159.0.0/16,37133
160.0.192.0/19,328130
160.119.208.0/22,328144
160.119.220.0/24,328146
160.119.221.0/24,328146
160.119.222.0/24,328146
160.119.223.0/24,328146
160.226.128.0/20,328178
160.242.144.0/22,37122
162.216.148.0/22,15169
162.222.176.0/21,15169
164.160.28.0/22,328021
164.160.28.0/24,328021
164.160.30.0/24,328021
164.160.124.0/22,328051
164.160.124.0/23,328051
164.160.126.0/23,328051
164.160.128.0/22,328110
164.160.160.0/21,327717
164.160.208.0/20,328058
165.16.128.0/19,37314
165.16.128.0/20,37314
165.16.144.0/23,37314
165.16.192.0/21,327792
165.56.0.0/13,37154
165.56.0.0/24,37154
165.56.1.0/24,37154
165.56.2.0/24,37154
165.56.52.0/24,37154
165.56.53.0/24,37154
165.56.55.0/24,37154
165.56.64.0/19,37154
165.56.64.0/24,37154
165.90.0.0/19,12556
165.90.15.0/24,12556
165.90.16.0/24,12556
165.90.32.0/24,37675
165.90.33.0/24,37675
165.90.34.0/24,37675
165.90.35.0/24,37675
165.90.58.0/24,37675
165.90.59.0/24,37675
168.155.16.0/24,37314
168.253.32.0/19,31856
168.253.57.0/24,37189
168.253.58.0/24,37189
168.253.62.0/24,37189
168.253.224.0/19,37294
168.253.224.0/22,37294
168.253.228.0/22,37294
168.253.229.0/24,37294
168.253.230.0/23,37294
168.253.230.0/24,37294
168.253.232.0/22,37294
168.253.232.0/24,37294
168.253.235.0/24,36913
168.253.236.0/23,37294
168.253.238.0/23,37294
168.253.239.0/24,37294
168.253.240.0/24,37294
